Domain name,Domain type,Agency,City,State,Local municipality,Country,ORGNR,Sektorkode
bretilhav.no,Local or regional government,Sogn og Fjordane Fylkeskommune,Leikanger,Sogn og Fjordane,Leikanger,Norway,941388841,6500 - Kommuneforvaltningen
brevikmenighet.no,Local or regional government,Porsgrunn Kirkelige Fellesråd,Porsgrunn,Telemark,Porsgrunn,Norway,976991141,6500 - Kommuneforvaltningen
brevikos.no,Local or regional government,Porsgrunn Kommune,Porsgrunn,Telemark,Porsgrunn,Norway,939991034,6500 - Kommuneforvaltningen
breviksykehjem.no,Local or regional government,Porsgrunn Kommune,Porsgrunn,Telemark,Porsgrunn,Norway,939991034,6500 - Kommuneforvaltningen
bringsvaer.no,Local or regional government,Kristiansand Kommune,Kristiansand S,Vest-Agder,Kristiansand,Norway,963296746,6500 - Kommuneforvaltningen
brobyggerne.notodden.no,Local or regional government,Notodden Kommune,Notodden,Telemark,Notodden,Norway,938583986,6500 - Kommuneforvaltningen
broderlenke.no,Local or regional government,Porsgrunn Kommune,Porsgrunn,Telemark,Porsgrunn,Norway,939991034,6500 - Kommuneforvaltningen
broen3.no,Local or regional government,Hurum Kommune,Sætre,Buskerud,Hurum,Norway,964963193,6500 - Kommuneforvaltningen
bronnoysundlegesenter.no,Local or regional government,Brønnøy Kommune,Brønnøysund,Nordland,Brønnøy,Norway,964983291,6500 - Kommuneforvaltningen
bruketkulturhus.no,Local or regional government,Malvik Kommune,Hommelvik,Sør-Trøndelag,Malvik,Norway,971035560,6500 - Kommuneforvaltningen
bruket-kulturhus.no,Local or regional government,Malvik Kommune,Hommelvik,Sør-Trøndelag,Malvik,Norway,971035560,6500 - Kommuneforvaltningen
brukfinnmark.no,Local or regional government,Finnmark Fylkeskommune,Vadsø,Finnmark,Vadsø,Norway,964994218,6500 - Kommuneforvaltningen
bruk-finnmark.no,Local or regional government,Finnmark Fylkeskommune,Vadsø,Finnmark,Vadsø,Norway,964994218,6500 - Kommuneforvaltningen
brumunddalveldre.no,Local or regional government,Brumunddal/Veldre Sokn,Brumunddal,Hedmark,Ringsaker,Norway,976987748,6500 - Kommuneforvaltningen
brundalen.no,Local or regional government,Trondheim Kommune Oppvekst og Utdanning,Trondheim,Sør-Trøndelag,Trondheim,Norway,969999536,6500 - Kommuneforvaltningen
brvo.no,Local or regional government,Brønnøy Kommune,Brønnøysund,Nordland,Brønnøy,Norway,964983291,6500 - Kommuneforvaltningen
bryggakultursal.no,Local or regional government,Halden Kommune,Halden,Østfold,Halden,Norway,959159092,6500 - Kommuneforvaltningen
brygganet.no,Local or regional government,Stavne Arbeid og Kompetanse Kf,Trondheim,Sør-Trøndelag,Trondheim,Norway,981400690,6500 - Kommuneforvaltningen
bryggeslottet.no,Local or regional government,Modalen Kommune,Modalen,Hordaland,Modalen,Norway,964969302,6500 - Kommuneforvaltningen
bryggjeslottet.no,Local or regional government,Modalen Kommune,Modalen,Hordaland,Modalen,Norway,964969302,6500 - Kommuneforvaltningen
bryllupsmiddag.no,Local or regional government,Drammen Kjøkken Kf,Drammen,Buskerud,Drammen,Norway,990661375,6500 - Kommuneforvaltningen
brynekino.no,Local or regional government,Time Kommune,Bryne,Rogaland,Time,Norway,859223672,6500 - Kommuneforvaltningen
brynekompetansesenter.no,Local or regional government,Time Kommune,Bryne,Rogaland,Time,Norway,859223672,6500 - Kommuneforvaltningen
brynekonferansen.no,Local or regional government,Time Kommune,Bryne,Rogaland,Time,Norway,859223672,6500 - Kommuneforvaltningen
brynekyrkja.no,Local or regional government,Bryne Sokn,Bryne,Rogaland,Time,Norway,976993594,6500 - Kommuneforvaltningen
brynhammerbakkenskole.no,Local or regional government,Bærum Kommune,Sandvika,Akershus,Bærum,Norway,935478715,6500 - Kommuneforvaltningen
bryn-menighet.no,Local or regional government,Bryn Sokn,Rykkinn,Akershus,Bærum,Norway,971522070,6500 - Kommuneforvaltningen
bsm.museum.no,Local or regional government,Stiftelsen Bymuseet I Bergen,Bergen,Hordaland,Bergen,Norway,988212024,6500 - Kommuneforvaltningen
btvhms.no,Local or regional government,Larvik Kommune,Larvik,Vestfold,Larvik,Norway,948930560,6500 - Kommuneforvaltningen
btvregion.no,Local or regional government,Buskerud Fylkeskommune,Drammen,Buskerud,Drammen,Norway,964951373,6500 - Kommuneforvaltningen
budbarnehage.no,Local or regional government,Fræna Kommune,Elnesvågen,Møre og Romsdal,Fræna,Norway,845241112,6500 - Kommuneforvaltningen
budskule.no,Local or regional government,Fræna Kommune,Elnesvågen,Møre og Romsdal,Fræna,Norway,845241112,6500 - Kommuneforvaltningen
buenkino.no,Local or regional government,Mandal Kommune,Mandal,Vest-Agder,Mandal,Norway,964968519,6500 - Kommuneforvaltningen
buenkulturhus.no,Local or regional government,Mandal Kommune,Mandal,Vest-Agder,Mandal,Norway,964968519,6500 - Kommuneforvaltningen
buenlan.no,Local or regional government,Mandal Kommune,Mandal,Vest-Agder,Mandal,Norway,964968519,6500 - Kommuneforvaltningen
buibygland.no,Local or regional government,Bygland Kommune,Bygland,Aust-Agder,Bygland,Norway,964966397,6500 - Kommuneforvaltningen
buisuldal.no,Local or regional government,Suldal Kommune,Sand,Rogaland,Suldal,Norway,964979189,6500 - Kommuneforvaltningen
bulahuset.no,Local or regional government,Balsfjord Kommune,Storsteinnes,Troms,Balsfjord,Norway,940208580,6500 - Kommuneforvaltningen
bulshada.no,Local or regional government,Salangen Kommune,Sjøvegan,Troms,Salangen,Norway,961416388,6500 - Kommuneforvaltningen
bulystkonferansen.no,Local or regional government,Gloppen Kommune,Sandane,Sogn og Fjordane,Gloppen,Norway,964969124,6500 - Kommuneforvaltningen
bunadogfolkedrakt.no,Local or regional government,Valdresmusea AS,Fagernes,Oppland,Nord-Aurdal,Norway,990209081,6500 - Kommuneforvaltningen
buridonna.no,Local or regional government,Dønna Kommune,Dønna,Nordland,Dønna,Norway,945114878,6500 - Kommuneforvaltningen
b-u-s.no,Local or regional government,Audnedal Kommune,Konsmo,Vest-Agder,Audnedal,Norway,964966753,6500 - Kommuneforvaltningen
businessregionbergen.no,Local or regional government,Bergen Kommune,Bergen,Hordaland,Bergen,Norway,964338531,6500 - Kommuneforvaltningen
buskerud.fylkesbibl.no,Local or regional government,Buskerud Fylkeskommune,Drammen,Buskerud,Drammen,Norway,964951373,6500 - Kommuneforvaltningen
buskerudbyen.no,Local or regional government,Øvre Eiker Kommune,Hokksund,Buskerud,Øvre Eiker,Norway,954597482,6500 - Kommuneforvaltningen
buskerudbygningsvern.no,Local or regional government,Buskerud Fylkeskommune,Drammen,Buskerud,Drammen,Norway,964951373,6500 - Kommuneforvaltningen
bussvei2020.no,Local or regional government,Rogaland Fylkeskommune,Stavanger,Rogaland,Stavanger,Norway,971045698,6500 - Kommuneforvaltningen
bussveien.no,Local or regional government,Rogaland Fylkeskommune,Stavanger,Rogaland,Stavanger,Norway,971045698,6500 - Kommuneforvaltningen
bvdfredrikstad.no,Local or regional government,Østfold Fylkeskommune,Sarpsborg,Østfold,Sarpsborg,Norway,842952972,6500 - Kommuneforvaltningen
bvgs.no,Local or regional government,Troms Fylkeskommune Utdanningsetaten,Tromsø,Troms,Tromsø,Norway,974793741,6500 - Kommuneforvaltningen
bvsmedia.no,Local or regional government,Nordland Fylkeskommune,Bodø,Nordland,Bodø,Norway,964982953,6500 - Kommuneforvaltningen
bvaa.no,Local or regional government,Agder Ikt Driftssenter Iks,Arendal,Aust-Agder,Arendal,Norway,985359385,6500 - Kommuneforvaltningen
byantikvaren.no,Local or regional government,Oslo Kommune Byantikvaren,Oslo,Oslo,Oslo,Norway,976819993,6500 - Kommuneforvaltningen
byasenkirke.no,Local or regional government,Byåsen Sokn,Trondheim,Sør-Trøndelag,Trondheim,Norway,976998154,6500 - Kommuneforvaltningen
byentrondheim.no,Local or regional government,Trondheim Kommune Kultur og Næring,Trondheim,Sør-Trøndelag,Trondheim,Norway,970088644,6500 - Kommuneforvaltningen
byerimidtnorge.no,Local or regional government,Levanger Kommune,Levanger,Nord-Trøndelag,Levanger,Norway,938587051,6500 - Kommuneforvaltningen
byfjellene.no,Local or regional government,Bergen Kommune,Bergen,Hordaland,Bergen,Norway,964338531,6500 - Kommuneforvaltningen
bygdabladet.no,Local or regional government,Bokn Kommune,Bokn,Rogaland,Bokn,Norway,964979723,6500 - Kommuneforvaltningen
bygdarboenlegesenter.no,Local or regional government,Odda Kommune,Odda,Hordaland,Odda,Norway,964967814,6500 - Kommuneforvaltningen
bygdemellom.no,Local or regional government,Tinn Kommune,Rjukan,Telemark,Tinn,Norway,864963552,6500 - Kommuneforvaltningen
bygdetunet.no,Local or regional government,Stiftinga Sunnmøre Museum,Ålesund,Møre og Romsdal,Ålesund,Norway,989377132,6500 - Kommuneforvaltningen
byggeplass.bergen.no,Local or regional government,Bergen Kommune,Bergen,Hordaland,Bergen,Norway,964338531,6500 - Kommuneforvaltningen
byggesakstilsynet.no,Local or regional government,Førde Kommune,Førde,Sogn og Fjordane,Førde,Norway,963923511,6500 - Kommuneforvaltningen
byggvei.no,Local or regional government,Rennebu Kommune,Rennebu,Sør-Trøndelag,Rennebu,Norway,940083672,6500 - Kommuneforvaltningen
bygg-vei.no,Local or regional government,Rennebu Kommune,Rennebu,Sør-Trøndelag,Rennebu,Norway,940083672,6500 - Kommuneforvaltningen
bygningsvernaustagder.no,Local or regional government,Agder Ikt Driftssenter Iks,Arendal,Aust-Agder,Arendal,Norway,985359385,6500 - Kommuneforvaltningen
bygopp.no,Local or regional government,Bygland Kommune,Bygland,Aust-Agder,Bygland,Norway,964966397,6500 - Kommuneforvaltningen
bygren.no,Local or regional government,Telemark Fylkeskommune,Skien,Telemark,Skien,Norway,940192226,6500 - Kommuneforvaltningen
byjubileet2017.no,Local or regional government,Fredrikstad Kommune,Fredrikstad,Østfold,Fredrikstad,Norway,940039541,6500 - Kommuneforvaltningen
byjubileetfredrikstad.no,Local or regional government,Fredrikstad Kommune,Fredrikstad,Østfold,Fredrikstad,Norway,940039541,6500 - Kommuneforvaltningen
byjubileum2023.no,Local or regional government,Arendal Kommune,Grimstad,Aust-Agder,Arendal,Norway,940493021,6500 - Kommuneforvaltningen
byklebreiband.no,Local or regional government,Bykle Kommune,Bykle,Aust-Agder,Bykle,Norway,958814968,6500 - Kommuneforvaltningen
bylufta.no,Local or regional government,Trondheim Kommune Kultur og Næring,Trondheim,Sør-Trøndelag,Trondheim,Norway,970088644,6500 - Kommuneforvaltningen
bymelding.no,Local or regional government,Oslo Kommune Bymiljøetaten,Oslo,Oslo,Oslo,Norway,996922766,6500 - Kommuneforvaltningen
bymenighet.no,Local or regional government,Bymenigheten-Sandnes,Sandnes,Rogaland,Sandnes,Norway,988342475,6500 - Kommuneforvaltningen
bymenigheten.no,Local or regional government,Bymenigheten-Sandnes,Sandnes,Rogaland,Sandnes,Norway,988342475,6500 - Kommuneforvaltningen
bymenigheten-sandnes.no,Local or regional government,Bymenigheten-Sandnes,Sandnes,Rogaland,Sandnes,Norway,988342475,6500 - Kommuneforvaltningen
bymif.no,Local or regional government,Oslo Kommune Bydel 1 Gamle Oslo,Oslo,Oslo,Oslo,Norway,974778742,6500 - Kommuneforvaltningen
bymiljoavtalen.no,Local or regional government,Vest-Agder Fylkeskommune,Kristiansand S,Vest-Agder,Kristiansand,Norway,960895827,6500 - Kommuneforvaltningen
bymiljoetaten.no,Local or regional government,Oslo Kommune Bymiljøetaten,Oslo,Oslo,Oslo,Norway,996922766,6500 - Kommuneforvaltningen
bymuseet.no,Local or regional government,Stiftelsen Bymuseet I Bergen,Bergen,Hordaland,Bergen,Norway,988212024,6500 - Kommuneforvaltningen
bymuseum.no,Local or regional government,Stiftelsen Bymuseet I Bergen,Bergen,Hordaland,Bergen,Norway,988212024,6500 - Kommuneforvaltningen
bypa.no,Local or regional government,Fredrikstad Kommune,Fredrikstad,Østfold,Fredrikstad,Norway,940039541,6500 - Kommuneforvaltningen
bypafredrikstad.no,Local or regional government,Fredrikstad Kommune,Fredrikstad,Østfold,Fredrikstad,Norway,940039541,6500 - Kommuneforvaltningen
bypakkebodo.no,Local or regional government,Bodø Kommune,Bodø,Nordland,Bodø,Norway,972418013,6500 - Kommuneforvaltningen
bypakkenedreglomma.no,Local or regional government,Østfold Fylkeskommune,Sarpsborg,Østfold,Sarpsborg,Norway,842952972,6500 - Kommuneforvaltningen
bypakkenordjaeren.no,Local or regional government,Rogaland Fylkeskommune,Stavanger,Rogaland,Stavanger,Norway,971045698,6500 - Kommuneforvaltningen
bypakketbreg.no,Local or regional government,Vestfold Fylkeskommune,Tønsberg,Vestfold,Tønsberg,Norway,944025391,6500 - Kommuneforvaltningen
bypakketonsberg.no,Local or regional government,Vestfold Fylkeskommune,Tønsberg,Vestfold,Tønsberg,Norway,944025391,6500 - Kommuneforvaltningen
bypakketonsbergregionen.no,Local or regional government,Vestfold Fylkeskommune,Tønsberg,Vestfold,Tønsberg,Norway,944025391,6500 - Kommuneforvaltningen
bypakketonsberg-regionen.no,Local or regional government,Vestfold Fylkeskommune,Tønsberg,Vestfold,Tønsberg,Norway,944025391,6500 - Kommuneforvaltningen
byparken.no,Local or regional government,Vefsn Kommune,Mosjøen,Nordland,Vefsn,Norway,844824122,6500 - Kommuneforvaltningen
bypresten.no,Local or regional government,Sandnes Kirkelige Fellesråd,Sandnes,Rogaland,Sandnes,Norway,971337788,6500 - Kommuneforvaltningen
bypaa.fredrikstad.no,Local or regional government,Fredrikstad Kommune,Fredrikstad,Østfold,Fredrikstad,Norway,940039541,6500 - Kommuneforvaltningen
byregionprogrammet.no,Local or regional government,Regionrådet For Hallingdal,Torpo,Buskerud,Ål,Norway,975576469,6500 - Kommuneforvaltningen
byregionprosjektet.no,Local or regional government,Kongsvinger Kommune,Kongsvinger,Hedmark,Kongsvinger,Norway,944117784,6500 - Kommuneforvaltningen
byremobarneskole.no,Local or regional government,Audnedal Kommune,Konsmo,Vest-Agder,Audnedal,Norway,964966753,6500 - Kommuneforvaltningen
byremoungdomsskole.no,Local or regional government,Audnedal Kommune,Konsmo,Vest-Agder,Audnedal,Norway,964966753,6500 - Kommuneforvaltningen
byskogenskole.no,Local or regional government,Tønsberg Kommune,Tønsberg,Vestfold,Tønsberg,Norway,950611839,6500 - Kommuneforvaltningen
byskole.no,Local or regional government,Åfjord Kommune,Åfjord,Sør-Trøndelag,Åfjord,Norway,964982864,6500 - Kommuneforvaltningen
bystrategigrenland.no,Local or regional government,Telemark Fylkeskommune,Skien,Telemark,Skien,Norway,940192226,6500 - Kommuneforvaltningen
byvedhav.no,Local or regional government,Kristiansund Kommune,Kristiansund N,Møre og Romsdal,Kristiansund,Norway,991891919,6500 - Kommuneforvaltningen
byaasenkirke.no,Local or regional government,Byåsen Sokn,Trondheim,Sør-Trøndelag,Trondheim,Norway,976998154,6500 - Kommuneforvaltningen
baastadskole.no,Local or regional government,Trøgstad Kommune,Trøgstad,Østfold,Trøgstad,Norway,964947260,6500 - Kommuneforvaltningen
baatbygging.no,Local or regional government,Museet Kystens Arv,Trondheim,Sør-Trøndelag,Rissa,Norway,971380128,6500 - Kommuneforvaltningen
cafecomin.no,Local or regional government,Tjøme Sokn,Tjøme,Vestfold,Tjøme,Norway,976991028,6500 - Kommuneforvaltningen
cafeen.no,Local or regional government,Oslo Kommune Bydel 5 Frogner,Oslo,Oslo,Oslo,Norway,874778702,6500 - Kommuneforvaltningen
campherdla.no,Local or regional government,Askøy Kommune,Kleppestø,Hordaland,Askøy,Norway,964338442,6500 - Kommuneforvaltningen
campmunch.no,Local or regional government,Hedmark Ikt,Hamar,Hedmark,Stange,Norway,989141147,6500 - Kommuneforvaltningen
campusfosen.no,Local or regional government,Campus Fosen Kf,Bjugn,Sør-Trøndelag,Bjugn,Norway,985458693,6500 - Kommuneforvaltningen
campusost.no,Local or regional government,Halden Kommune,Halden,Østfold,Halden,Norway,959159092,6500 - Kommuneforvaltningen
campusostfold.no,Local or regional government,Halden Kommune,Halden,Østfold,Halden,Norway,959159092,6500 - Kommuneforvaltningen
campus-ostfold.no,Local or regional government,Halden Kommune,Halden,Østfold,Halden,Norway,959159092,6500 - Kommuneforvaltningen
capellajohannea.no,Local or regional government,Majorstuen Sokn,Oslo,Oslo,Oslo,Norway,976987136,6500 - Kommuneforvaltningen
carbonfritidsklubb.no,Local or regional government,Stjørdal Kommune,Stjørdal,Nord-Trøndelag,Stjørdal,Norway,939958851,6500 - Kommuneforvaltningen
celeweb.no,Local or regional government,Gulset Sokn,Skien,Telemark,Skien,Norway,876991152,6500 - Kommuneforvaltningen
centrum-fritidsklubb.no,Local or regional government,Harstad Kommune,Harstad,Troms,Harstad,Norway,972417971,6500 - Kommuneforvaltningen
centrumlegekontor.no,Local or regional government,Vefsn Kommune,Mosjøen,Nordland,Vefsn,Norway,844824122,6500 - Kommuneforvaltningen
charlottenlund.vgs.no,Local or regional government,Sør-Trøndelag Fylkeskommune,Trondheim,Sør-Trøndelag,Trondheim,Norway,938634556,6500 - Kommuneforvaltningen
charlottenlundkirke.no,Local or regional government,Charlottenlund Sokn,Trondheim,Sør-Trøndelag,Trondheim,Norway,976998227,6500 - Kommuneforvaltningen
charlottenlundvgs.no,Local or regional government,Sør-Trøndelag Fylkeskommune,Trondheim,Sør-Trøndelag,Trondheim,Norway,938634556,6500 - Kommuneforvaltningen
checkpoints.no,Local or regional government,Bergen Internasjonale Filmfestival AS,Bergen,Hordaland,Bergen,Norway,980555704,6500 - Kommuneforvaltningen
chrisfestivalen.no,Local or regional government,Lebesby Kommune,Kjøllefjord,Finnmark,Lebesby,Norway,940400392,6500 - Kommuneforvaltningen
christianfrederikdagene.no,Local or regional government,Moss Kommune,Moss,Østfold,Moss,Norway,944383476,6500 - Kommuneforvaltningen
chrthamsfagskole.no,Local or regional government,Sør-Trøndelag Fylkeskommune,Trondheim,Sør-Trøndelag,Trondheim,Norway,938634556,6500 - Kommuneforvaltningen
church-chill.no,Local or regional government,Saltstraumen Sokn,Bodø,Nordland,Bodø,Norway,976999789,6500 - Kommuneforvaltningen
chus.no,Local or regional government,Høvik Sokn,Sandvika,Akershus,Bærum,Norway,976986342,6500 - Kommuneforvaltningen
cittaslow.no,Local or regional government,Sokndal Kommune,Hauge I Dalane,Rogaland,Sokndal,Norway,964965692,6500 - Kommuneforvaltningen
cittasloweidskog.no,Local or regional government,Eidskog Kommune,Skotterud,Hedmark,Eidskog,Norway,964948054,6500 - Kommuneforvaltningen
citymanager.no,Local or regional government,Trondheim Kommune,Trondheim,Sør-Trøndelag,Trondheim,Norway,942110464,6500 - Kommuneforvaltningen
climateconference.no,Local or regional government,Sør-Trøndelag Fylkeskommune Fylkesrådmannen,Trondheim,Sør-Trøndelag,Trondheim,Norway,974783339,6500 - Kommuneforvaltningen
coast-of-hope.no,Local or regional government,Varanger Museum Iks,Vadsø,Finnmark,Vardø,Norway,989349716,6500 - Kommuneforvaltningen
collectmywaste.no,Local or regional government,Stavanger Kommune,Stavanger,Rogaland,Stavanger,Norway,964965226,6500 - Kommuneforvaltningen
confirmant.no,Local or regional government,Søndre Land Kirkelige Fellesråd,Hov,Oppland,Søndre Land,Norway,976989287,6500 - Kommuneforvaltningen
connectoslo.no,Local or regional government,Oslo Kommune Utdanningsetaten,Oslo,Oslo,Oslo,Norway,976820037,6500 - Kommuneforvaltningen
containerboy.no,Local or regional government,Innherred Renovasjon Iks,Verdal,Nord-Trøndelag,Verdal,Norway,971217391,6500 - Kommuneforvaltningen
containergirl.no,Local or regional government,Innherred Renovasjon Iks,Verdal,Nord-Trøndelag,Verdal,Norway,971217391,6500 - Kommuneforvaltningen
containergirlassistant.no,Local or regional government,Innherred Renovasjon Iks,Verdal,Nord-Trøndelag,Verdal,Norway,971217391,6500 - Kommuneforvaltningen
cool-and-crazy.no,Local or regional government,Berlevåg Kommune,Berlevåg,Finnmark,Berlevåg,Norway,962388108,6500 - Kommuneforvaltningen
costalmuseum.no,Local or regional government,Kystmuseet I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Hitra,Norway,874411132,6500 - Kommuneforvaltningen
credoungdom.no,Local or regional government,Karlsøy Kommune,Hansnes,Troms,Karlsøy,Norway,940330408,6500 - Kommuneforvaltningen
crescendotensing.no,Local or regional government,Bryn Sokn,Rykkinn,Akershus,Bærum,Norway,971522070,6500 - Kommuneforvaltningen
cruisealesund.no,Local or regional government,Ålesundregionens Havnevesen,Ålesund,Møre og Romsdal,Ålesund,Norway,987673524,6500 - Kommuneforvaltningen
cruisedestinasjonsunnmorsalpane.no,Local or regional government,Volda Kommune,Volda,Møre og Romsdal,Volda,Norway,939760946,6500 - Kommuneforvaltningen
ctfagskole.no,Local or regional government,Sør-Trøndelag Fylkeskommune,Trondheim,Sør-Trøndelag,Trondheim,Norway,938634556,6500 - Kommuneforvaltningen
dabodo.no,Local or regional government,Nordland Fylkeskommune,Bodø,Nordland,Bodø,Norway,964982953,6500 - Kommuneforvaltningen
dagaliogskurdalen.no,Local or regional government,Hol Kommune,Hol,Buskerud,Hol,Norway,944889116,6500 - Kommuneforvaltningen
dagsenter-avlastning.no,Local or regional government,Stavanger Kommune,Stavanger,Rogaland,Stavanger,Norway,964965226,6500 - Kommuneforvaltningen
dalabrekkaskole.no,Local or regional government,Kristiansund Kommune,Kristiansund N,Møre og Romsdal,Kristiansund,Norway,991891919,6500 - Kommuneforvaltningen
dalane.no,Local or regional government,Eigersund Kommune,Egersund,Rogaland,Eigersund,Norway,944496394,6500 - Kommuneforvaltningen
dalanekonferansen.no,Local or regional government,Eigersund Kommune,Egersund,Rogaland,Eigersund,Norway,944496394,6500 - Kommuneforvaltningen
dalanekulturfestival.no,Local or regional government,Eigersund Kommune,Egersund,Rogaland,Eigersund,Norway,944496394,6500 - Kommuneforvaltningen
dalanemiljoverk.no,Local or regional government,Dalane Miljøverk Iks,Egersund,Rogaland,Eigersund,Norway,979719345,6500 - Kommuneforvaltningen
dalane-miljoverk.no,Local or regional government,Dalane Miljøverk Iks,Egersund,Rogaland,Eigersund,Norway,979719345,6500 - Kommuneforvaltningen
dalebarnehage.no,Local or regional government,Kristiansund Kommune,Kristiansund N,Møre og Romsdal,Kristiansund,Norway,991891919,6500 - Kommuneforvaltningen
dalegudbrand.no,Local or regional government,Sør-Fron Kommune,Sør-Fron,Oppland,Sør-Fron,Norway,941827195,6500 - Kommuneforvaltningen
dalegudbrandsgard.no,Local or regional government,Sør-Fron Kommune,Sør-Fron,Oppland,Sør-Fron,Norway,941827195,6500 - Kommuneforvaltningen
dalekunst.no,Local or regional government,Vaksdal Kommune,Dalekvam,Hordaland,Vaksdal,Norway,961821967,6500 - Kommuneforvaltningen
dalenpluss.no,Local or regional government,Tokke Kommune,Dalen,Telemark,Tokke,Norway,964964521,6500 - Kommuneforvaltningen
dalsbarn.no,Local or regional government,Gulen Kommune,Eivindvik,Sogn og Fjordane,Gulen,Norway,938497524,6500 - Kommuneforvaltningen
dalsfjordveka.no,Local or regional government,Askvoll Kommune,Askvoll,Sogn og Fjordane,Askvoll,Norway,964968330,6500 - Kommuneforvaltningen
dalskole.no,Local or regional government,Frogn Kommune,Drøbak,Akershus,Frogn,Norway,963999089,6500 - Kommuneforvaltningen
damelagetkv.no,Local or regional government,Vestvågøy Kommune,Leknes,Nordland,Vestvågøy,Norway,942570619,6500 - Kommuneforvaltningen
danselinja.no,Local or regional government,Troms Fylkeskommune,Tromsø,Troms,Tromsø,Norway,864870732,6500 - Kommuneforvaltningen
dao.no,Local or regional government,Driftsassistansen I Østfold Iks,Fredrikstad,Østfold,Fredrikstad,Norway,989127241,6500 - Kommuneforvaltningen
davik-oppvekst.no,Local or regional government,Bremanger Kommune,Svelgen,Sogn og Fjordane,Bremanger,Norway,959318166,6500 - Kommuneforvaltningen
dbva.no,Local or regional government,Vest-Agder-Museet Iks,Kristiansand S,Vest-Agder,Kristiansand,Norway,989072048,6500 - Kommuneforvaltningen
dda.no,Local or regional government,Bykle Kommune,Bykle,Aust-Agder,Bykle,Norway,958814968,6500 - Kommuneforvaltningen
ddk.no,Local or regional government,Lillesand Kommune,Lillesand,Aust-Agder,Lillesand,Norway,964965404,6500 - Kommuneforvaltningen
ddkf.no,Local or regional government,Drammen Drift Kf,Drammen,Buskerud,Drammen,Norway,876487772,6500 - Kommuneforvaltningen
ddo.no,Local or regional government,Vegårshei Kommune,Vegårshei,Aust-Agder,Vegårshei,Norway,964965048,6500 - Kommuneforvaltningen
ddoskolen.no,Local or regional government,Vegårshei Kommune,Vegårshei,Aust-Agder,Vegårshei,Norway,964965048,6500 - Kommuneforvaltningen
ddselev.no,Local or regional government,Bykle Kommune,Bykle,Aust-Agder,Bykle,Norway,958814968,6500 - Kommuneforvaltningen
ddsetesdal.no,Local or regional government,Valle Kommune,Valle,Aust-Agder,Valle,Norway,964966575,6500 - Kommuneforvaltningen
ddv.no,Local or regional government,Mandal Kommune,Mandal,Vest-Agder,Mandal,Norway,964968519,6500 - Kommuneforvaltningen
ddvdrift.no,Local or regional government,Marnardal Kommune,Marnardal,Vest-Agder,Marnardal,Norway,964966931,6500 - Kommuneforvaltningen
ddv-drift.no,Local or regional government,Marnardal Kommune,Marnardal,Vest-Agder,Marnardal,Norway,964966931,6500 - Kommuneforvaltningen
ddvskolen.no,Local or regional government,Kvinesdal Kommune,Kvinesdal,Vest-Agder,Kvinesdal,Norway,964964076,6500 - Kommuneforvaltningen
ddvstrategi.no,Local or regional government,Marnardal Kommune,Marnardal,Vest-Agder,Marnardal,Norway,964966931,6500 - Kommuneforvaltningen
ddv-strategi.no,Local or regional government,Marnardal Kommune,Marnardal,Vest-Agder,Marnardal,Norway,964966931,6500 - Kommuneforvaltningen
deanu-gielda.no,Local or regional government,Deanu Gielda / Tana Kommune,Tana,Finnmark,Deatnu Tana,Norway,943505527,6500 - Kommuneforvaltningen
degernes.no,Local or regional government,Rakkestad Kommune,Rakkestad,Østfold,Rakkestad,Norway,945372281,6500 - Kommuneforvaltningen
deich.folkebibl.no,Local or regional government,Oslo Kommune Kulturetaten,Oslo,Oslo,Oslo,Norway,992410213,6500 - Kommuneforvaltningen
deichman.no,Local or regional government,Oslo Kommune Kulturetaten,Oslo,Oslo,Oslo,Norway,992410213,6500 - Kommuneforvaltningen
deichmanske.no,Local or regional government,Oslo Kommune Kulturetaten,Oslo,Oslo,Oslo,Norway,992410213,6500 - Kommuneforvaltningen
deinynorskefestspela.no,Local or regional government,Nynorsk Kultursentrum,Hovdebygda,Møre og Romsdal,Ørsta,Norway,976013263,6500 - Kommuneforvaltningen
dei-nynorske-festspela.no,Local or regional government,Nynorsk Kultursentrum,Hovdebygda,Møre og Romsdal,Ørsta,Norway,976013263,6500 - Kommuneforvaltningen
delmedandre.no,Local or regional government,Arendal Kommune,Grimstad,Aust-Agder,Arendal,Norway,940493021,6500 - Kommuneforvaltningen
deltak.no,Local or regional government,Østfold Fylkeskommune,Sarpsborg,Østfold,Sarpsborg,Norway,842952972,6500 - Kommuneforvaltningen
deltakfestival.no,Local or regional government,Østfold Fylkeskommune,Sarpsborg,Østfold,Sarpsborg,Norway,842952972,6500 - Kommuneforvaltningen
den25timen.no,Local or regional government,Haugaland Vekst Iks,Haugesund,Rogaland,Haugesund,Norway,987637013,6500 - Kommuneforvaltningen
denfysiskeskolesekken.no,Local or regional government,Sør-Trøndelag Fylkeskommune Fylkesrådmannen,Trondheim,Sør-Trøndelag,Trondheim,Norway,974783339,6500 - Kommuneforvaltningen
denkulturelleskolesekkenbna.no,Local or regional government,Oslo Kommune Bydel 8 Nordre Aker,Oslo,Oslo,Oslo,Norway,974778882,6500 - Kommuneforvaltningen
densisteviking.no,Local or regional government,Museet Kystens Arv,Trondheim,Sør-Trøndelag,Rissa,Norway,971380128,6500 - Kommuneforvaltningen
